SMILES,PHE
C[Si](C)(C)C1=CC=C(C=C1)C(*)C*,117
C[Si](C)(C)C1=CC=C(C=C1)C1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,370
C[Si](C)(C)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C)C)=N*)C=C1,61.8
C[Si](C)(C)C1C2C(C1[Si](C)(C)C)C1CC2C(*)C1*,1890
C[Si](C)(C)C1CC2C1C1CC2C(*)C1*,930
C[Si](C)(C)C1CC2CC1C(*)C2*,5100
C[Si](C)(C)CC1=CC=C(C=C1)C(*)=C(*)C1=CC=CC=C1,240
C[Si](C)(C)CC1=CC=C(C=C1)C(*)C*,58.45
C[Si](C)(C)CN1C2=C(C=C(C=C2)C2=CC3=C(C=C2)N(C(*)=N3)[Si](C)(C)C)N=C1C1=CC=CC(*)=C1,6.43
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C1C2C(C1[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(C*)CC2C*,300
C[Si](C)(C)O[Si](O[Si](C)(C)C)(O[Si](C)(C)C)C1C2C(C1[Si](O[Si](C)(C)C)(O[Si](C)(C)C)O[Si](C)(C)C)C(CC2C=*)C=*,420
C[Si](C)(C1=CC=CC=C1)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C)C2=CC=CC=C2)=N*)C=C1,20.7
C[Si](C)(CCCC(F)(F)F)C1=CC=C(C=C1)C(*)C*,95
C[Si](C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=C(OP(*)(OC2=CC=CC=C2)=NP(OC2=CC=C(Br)C=C2)(OC2=CC=C(C=C2)[Si](C)(C2=CC=CC=C2)C2=CC=CC=C2)=N*)C=C1,10.5
C\C(*)=C(/*)C1=CC=C(C=C1)[Si](C)(C)C,270
C\C(*)=C(/*)[Si](C)(C)C,5250
C\C(*)=C(/*)[Si](C)(C)C1=CC=CC=C1,8.3
C\C(C*)=C(\C)C*,14.4
C\C(C*)=C\C*,31
ClC(*)C*,1.625
ClC(*)CCCC(*)S(Cl)(=O)=O,10.15
ClC(Cl)=C(C1=CC=C(*)C=C1)C1=CC=C(OC(=O)O*)C=C1,11.1
ClC1=CC(*)=CC=C1CC1=C(Cl)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,3.67
ClC1=CC(C*)=CC=C1C*,1.255
ClC1=CC(CC2=CC(Cl)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)=CC=C1*,6.92
ClC1=CC=C(C=C1)C(*)C*,16.4
ClCC(*)CO*,4.83
ClCC(C*)O*,5.5
Cl\C(C*)=C\C*,20
FC(*)C*,0.683
FC(F)(*)C(F)(Cl)CC*,5.32
FC(F)(*)C(F)(F)CC*,5.63
FC(F)(*)C*,1.72
FC(F)(*)C1(F)OC(F)(F)C(F)(F)C1(F)C(F)(F)*,170
FC(F)(F)C(*)(C1=CC=C(C=C1)C1=CC=C(*)C=C1)C(F)(F)F,390
FC(F)(F)C(*)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2OC(=NC2=C1)C1=CC=C(C=C1)C(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1379
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,84
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(C=C1)C1=CC=C(C=C1)C1=CC=C(*)C=C1,82
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1,29
FC(F)(F)C(*)(C1=CC=CC=C1)C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(OC3=CC=C(*)C=C3)C=C2)C=C1,12
FC(F)(F)C(C1=CC(*)=C(C=C1)C(*)=O)(C1=CC=C2C3=NC4=CC5=C(C=C4N3C(=O)C2=C1)N(*)C(*)=N5)C(F)(F)F,166
FC(F)(F)C(C1=CC(Br)=C(O*)C(Br)=C1)(C1=CC(Br)=C(OC(*)=O)C(Br)=C1)C(F)(F)F,100
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(C=C1)C1(C2=C(C=CC=C2)C2=C1C=CC=C2)C1=CC=C(*)C=C1)C(F)(F)F,85
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=C(Cl)C=C(CC2=CC=C(*)C(Cl)=C2)C=C1)C(F)(F)F,30.4
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC(=CC=C1)C(C1=CC=CC(*)=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,48
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1C=CC(*)=CC1C2)C(F)(F)F,98.5
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(C=C1)C1=NN=C(O1)C1=CC=C(*)C=C1)C(F)(F)F,26.8
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(CC2=CC=C(*)C=C2)C=C1)C(F)(F)F,25.55
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)C(F)(F)F,42.65
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(*)\C2=N/*)(C1=CC=C2C(=C1)C(=O)N1C3=CC=CC(OC4=CC=C(*)C(*)=C4)=C3N=C21)C(F)(F)F,89
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC(=CC=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,48
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(CC2=CC=C(*)C=C2)C=C1)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,50
FC(F)(F)C(C1=CC2=C(C=C1)C(=O)N(C2=O)C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C2C(=O)N(*)C(=O)C2=C1)C(F)(F)F,51.5
FC(F)(F)C(C1=CC2N=C(OC2C=C1)C1=CC(*)=CC=C1)(C1=CC=C2OC(=NC2=C1)C1=CC=CC(*)=C1)C(F)(F)F,857
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC2=C(OC(*)=N2)C=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,1715.5
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NC2=C(O1)C=CC(=C2)C(C1=CC=C2OC(*)=NC2=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,2647
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)C1=NN=C(*)O1)C(F)(F)F,107
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=C(C=C(C=C2)C(C2=CC=C3C(=O)N(*)C(=O)C3=C2)(C(F)(F)F)C(F)(F)F)C1=O)C(F)(F)F,137
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,26.7
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC2=C(C=C1)C(=O)N(*)C2=O)(C(F)(F)F)C(F)(F)F)C(F)(F)F,137
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,142
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,46.1
FC(F)(F)C(C1=CC=C(*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1)C(F)(F)F,25.25
FC(F)(F)C(C1=CC=C(C=C1)C(*)=O)(C1=CC=C(C=C1)C(=O)NC1=CC(N*)=CC=C1)C(F)(F)F,31
FC(F)(F)C(C1=CC=C(N*)C=C1)(C1=CC=C(NC(=O)C2=CC(=CC(=C2)C2=CC=CC=C2)C(*)=O)C=C1)C(F)(F)F,48
FC(F)(F)C(C1=CC=C(N*)C=C1)(C1=CC=C(NC(=O)C2=CC(=CC=C2)C(*)=O)C=C1)C(F)(F)F,35
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(*)=O)C=C1)C(F)(F)F,60
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(=O)C2=CC=C(C=C2)C(*)=O)C=C1)C(F)(F)F,78.1
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C=C1)C(F)(F)F,41.1
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)C(=O)C2=CC=C(C=C2)C(C2=CC=C(C=C2)C(=O)C2=CC=C(*)C=C2)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,42
FC(F)(F)C(C1=CC=C(O*)C=C1)(C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1)C(F)(F)F,33
FC(F)(F)C(C1=CC=C(OC2=CC(*)=CC=C2)C=C1)(C1=CC=C(OC2=CC(=CC=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,25.7
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)C=C1)C(F)(F)F,46
FC(F)(F)C(C1=CC=C(OC2=CC=C(*)C=C2)C=C1)(C1=CC=C(OC2=CC=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C2=CC3=C(C=C2)C(=O)N(*)C3=O)C=C1)C(F)(F)F,18.3
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC2=C(C=C1)C1=C(C2)C=C(*)C=C1)C(F)(F)F,98.5
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N(C(=O)C2=C1)C1=CC=CC(=C1)C(C1=CC(*)=CC=C1)(C(F)(F)F)C(F)(F)F)C(F)(F)F,48
FC(F)(F)C(C1=CC=C2C(=O)N(*)C(=O)C2=C1)(C1=CC=C2C3=NC4=C(C=CC(=C4)C4=CC5=C(C=C4)N=C4N5C(=O)C5=C4C=C(*)C=C5)N3C(=O)C2=C1)C(F)(F)F,240
FC(F)(F)C(C1=CC=C2\C(=N\*)N(*)C(=O)C2=C1)(C1=CC=C2C(=O)N3C4=C(C=C(OC5=CC=C(*)C(*)=C5)C=C4)N=C3C2=C1)C(F)(F)F,89
FC(F)(F)C(C1=CC=CC(*)=C1)(C1=CC=CC(=C1)N1C(=O)C2=CC=C(C=C2C1=O)C(=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O)C(F)(F)F,17
FC(F)(F)C1(C(CC(C=*)C1(F)F)C=*)C(F)(F)F,185
FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC(=CN=C1)C1=CC(=C(O*)C=C1)C(F)(F)F,39.5
FC(F)(F)C1CC(CCC1OC1=CC=C(C=C1)C1(C2=CC=CC=C2C2=C1C=CC=C2)C1=CC=C(*)C=C1)C1=CC=C(S1)C1=CC(=C(O*)C=C1)C(F)(F)F,50
FC(F)(F)COP(*)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=NP(OC1=CC=CC=C1)(OC1=CC=CC=C1)=N*,21.1
FC(F)(F)COP(*)(OCC(F)(F)F)=N*,181.3
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C(C3=CC=C(O*)C=C3)(C(F)(F)F)C(F)(F)F)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,51
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,34
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(C=C3)N3C(=O)CCC33CCC(=O)N3C3=CC=C(O*)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,35
FC1=C(F)C(COC(C2CCCC(C2)C(OCC2=C(F)C(F)=C(OC3=CC=C(CC4=CC=C(O*)C=C4)C=C3)C(F)=C2F)(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F)=C(F)C(F)=C1*,33
FC1=CC(*)=CC=C1CC1=C(F)C=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,4.34
FC1=CC=C(C=C1)C(*)C*,34.4
NC1=CC(=CC=C1)N1C(=O)C2=CC=C(*C3=CC=C(C(*)=O)C(=C3)C(*)=O)C=C2C1=O,2.87
NC1=CC(OC2=CC(NC(=O)C3=CC(=CC=C3C(O)=O)C(C3=CC=C(C(=O)N*)C(=C3)C(O)=O)(C(F)(F)F)C(F)(F)F)=C(N)C=C2)=CC=C1*,18.9
O=C1C2C(CC(C=*)C2C(=O)N1C1CCCC1)C=*,15.4
O=C1C2C(CC(C=*)C2C(=O)N1C1CCCCC1)C=*,25.1
OC(C*)C*,2.5
OC(C*)CO*,0.0548
OC1=CC(=CC=C1*)C1=CC(O)=C(C=C1)N1C(=O)C2=CC=C(C=C2C1=O)C1=CC2=C(C=C1)C(=O)N(*)C2=O,1.09
OC1=CC(CC2=CC(O)=C(C=C2)N2C(=O)C3=CC=C(C=C3C2=O)C(C2=CC3=C(C=C2)C(=O)N(*)C3=O)(C(F)(F)F)C(F)(F)F)=CC=C1*,29.3
OC1=CC=C(C=C1)C(*)C*,3.4
OC1=CC=C(C=C1)N1C(*)=NN=C1C1=CC=C(C=C1)C(C1=CC=C(*)C=C1)(C(F)(F)F)C(F)(F)F,229
OC1=CC=C(C=C1*)C(C1=CC(N2C(=O)C3=C(C=C(C=C3)C(C3=CC4=C(C=C3)C(=O)N(*)C4=O)(C(F)(F)F)C(F)(F)F)C2=O)=C(O)C=C1)(C(F)(F)F)C(F)(F)F,62
[H]C(*)=C(*)C(C)(C)C,180
[H]C([H])(C1=CC=C(*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(O*)C=C2)C=C1,10
[H]C([H])(C1=CC=C(O*)C=C1)C1=CC=C(OC2=CC=C(C=C2)S(=O)(=O)C2=CC=C(*)C=C2)C=C1,10
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C(C1=CC(Br)=C(O*)C(Br)=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,66.3
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,38.5
[H]C1=CC(=CC(=C1)C(=O)OC1=C(Br)C=C(C=C1Br)C1(OC(=O)C2C=CC=CC12)C1=CC(Br)=C(O*)C(Br)=C1)C(*)=O,23.4
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1Br)C(C)(C)C1=CC(Br)=C(O*)C(C)=C1)C(*)=O,22.1
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1C)C(C)(C)C1=CC(C)=C(O*)C(C)=C1)C(*)=O,34
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C)C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(C)=C1)C(*)=O,9.5
[H]C1=CC(=CC(=C1)C(=O)OC1=C(C=C(C=C1[H])C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C)C(C)C)C(*)=O,19.5
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C(C1=CC([H])=C(O*)C([H])=C1)(C(F)(F)F)C(F)(F)F)C(*)=O,40.25
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,22.3
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,14.7
[H]C1=CC(=CC(=C1)C(=O)OC1=C([H])C=C(C=C1[H])C1(OC(=O)C2C=CC=CC12)C1=CC([H])=C(O*)C([H])=C1)C(*)=O,14.7
[H]C1=CC(=CC(C(C)C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(=C1)C(C)C,37.3
[H]C1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC(=CC=C2)C(=O)O*)C([H])=C1,8.8
[H]C1=CC(=CC(C)=C1O*)C(C)(C)C1=CC(C)=C(OC(=O)C2=CC=C(C=C2)C(=O)O*)C([H])=C1,18
[H]C1=CC(=CC(C)=C1OC(=O)C1=CC(=CC(=C1)C(*)=O)C(C)(C)C)C(C)(C)C1=CC([H])=C(O*)C(C)=C1,26
[H]C1=CC(=CC([H])=C1O*)C(C)(C)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,34.3
[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1)(C(F)(F)F)C(F)(F)F,91.1
[H]C1=CC(=CC([H])=C1O*)C(C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1)(C(F)(F)F)C(F)(F)F,47.8
[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,45.9
[H]C1=CC(=CC([H])=C1O*)C1(C2C=CC=CC2C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC=CC(=C2)C(*)=O)C([H])=C1,22.3
[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,35.6
[H]C1=CC(=CC([H])=C1O*)C1(OC(=O)C2C=CC=CC12)C1=CC([H])=C(OC(=O)C2=CC(=CC(=C2)C(*)=O)C(C)(C)C)C([H])=C1,35.6
[H]C1=CC(=CC=C1OC(=O)C1=CC=C(C=C1)C(=O)O*)C1(OC(=O)C2=C1C=CC=C2)C1=CC([H])=C(O*)C=C1,16.2
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=C(F)C=C1,5000
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC(F)=C1,2100
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC(F)=CC=C1,4100
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(Br)C=C1,3400
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)C(C)(C)C,2700
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(C=C1)[Si](C)(C)C,520
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=C(F)C=C1,4600
[H]C1=CC2=C(C=C1)C1=CC=C(C=C1C2(C)C)C(*)=C(*)C1=CC=CC=C1,3200
[H]C1=CC2=C(C=C1C(C)(C)C)C1(C3=C2C=C(O*)C(O*)=C3)C2=C(C=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)C2=C1C=C(C([H])=C2)C(C)(C)C,1945
[H]C1=CC2=C(C=C1C)C1(C3=C(C=C([H])C(C)=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,1700
[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C(C)C(C)=C3)C3=C1C=C(O*)C(O*)=C3)C1=C2C=C2OC3=C(OC2=C1)C(C#N)=C(*)C(*)=C3C#N,1620.5
[H]C1=CC2=C(C=C1[H])C1(C3=C(C=C([H])C([H])=C3)C3=C1C=C1OC4=C(OC1=C3)C(C#N)=C(*)C(*)=C4C#N)C1=C2C=C(O*)C(O*)=C1,1237
[H]C1=CC=C(C=C1)C1=C(C2=CC=C([H])C=C2)C(C2=CC=C3OC4=C(OC3=C2)C(C#N)=C(*)C(*)=C4C#N)=C(C2=CC=C([H])C=C2)C(C2=CC=C([H])C=C2)=C1C1=CC=C(O*)C(O*)=C1,437
[H]N(*)C(=O)C1=CC=C(C=C1)C(C1=CC=C(C=C1)C(=O)N([H])C1=C(C)C2=C(C=C1C)C1C3=C(C=CC=C3)C2C2=C1C=C(C)C(*)=C2C)(C(F)(F)F)C(F)(F)F,169